[求助] 友達以上，戀人無望 - 看板 Boy-Girl - 批踢踢實業坊,q79236,: 過來人經驗  真心建議   就放手吧, 07/10 14:16
[討論] 對正妹不為所動的人心裡在想什麼 - 看板 Boy-Girl - 批踢踢實業坊,q79236,: 太正面很假，也很噁心, 06/30 13:31
[討論] 男生喝茶 跟 女生約砲，那個問題比較大? - 看板 Boy-Girl - 批踢踢實業坊,q79236,: 這是兩個智障吧, 04/30 03:35
Re: [討論] 讓浪子回頭的女生類型 - 看板 Boy-Girl - 批踢踢實業坊,q79236,: 不要錢也要噓, 02/11 20:11
Re: [討論] 讓浪子回頭的女生類型 - 看板 Boy-Girl - 批踢踢實業坊,q79236,: ...選錯, 02/11 20:11
Re: [討論] 讓浪子回頭的女生類型 - 看板 Boy-Girl - 批踢踢實業坊,q79236,: 噓回來, 02/11 20:13
[求助] 交往、結婚的理由？從何開始？ - 看板 Boy-Girl - 批踢踢實業坊,q79236,: 我也是國中愛上某一個女生之後完全無法愛上其他人，現在也, 01/21 20:29
[求助] 交往、結婚的理由？從何開始？ - 看板 Boy-Girl - 批踢踢實業坊,q79236,: 不會有傳宗接代跟交往的想法，但一定要有自己喜歡的事物，, 01/21 20:29
[求助] 交往、結婚的理由？從何開始？ - 看板 Boy-Girl - 批踢踢實業坊,q79236,: 不然人生會很無趣喔！！！, 01/21 20:29
Re: [心情] 在男友家看見去旅館開房間休息的發票 - 看板 Boy-Girl - 批踢踢實業坊,q79236,: 文章起承轉合給100分, 01/06 23:34
[討論] 大家死後會想要環保葬還是傳統葬？ - 看板 WomenTalk - 批踢踢實業坊,q79236,: 燒成灰  磨成粉  灑在海邊～, 12/20 00:27
Re: [求助] 算命說會分手，要怎麼不去在意 - 看板 Boy-Girl - 批踢踢實業坊,q79236,: 推  蠻好笑的, 08/06 18:31
